ville,pays,region,geonameid
Vepagunta,India,Andhra Pradesh,1253242
Venkatagiri,India,Andhra Pradesh,1253251
Vadlapūdi,India,Andhra Pradesh,1253578
Uravakonda,India,Andhra Pradesh,1253698
Tuni,India,Andhra Pradesh,1254054
Tirupati,India,Andhra Pradesh,1254360
Tirumala,India,Andhra Pradesh,1254373
Tekkali,India,Andhra Pradesh,1254794
Tanuku,India,Andhra Pradesh,1254953
Tādpatri,India,Andhra Pradesh,1255254
Tādepallegūdem,India,Andhra Pradesh,1255264
Tādepalle,India,Andhra Pradesh,1255265
Sūlūru,India,Andhra Pradesh,1255483
Srīsailain,India,Andhra Pradesh,1255621
Srikakulam,India,Andhra Pradesh,1255647
Sompeta,India,Andhra Pradesh,1255816
Singarāyakonda,India,Andhra Pradesh,1256176
Sattenapalle,India,Andhra Pradesh,1257001
Sāmalkot,India,Andhra Pradesh,1257565
Sālūr,India,Andhra Pradesh,1257587
Repalle,India,Andhra Pradesh,1258201
Renigunta,India,Andhra Pradesh,1258213
Rāzām,India,Andhra Pradesh,1258270
Rāyadrug,India,Andhra Pradesh,1258290
Rāyachoti,India,Andhra Pradesh,1258291
Rāmāpuram,India,Andhra Pradesh,1258726
Rāmachandrapuram,India,Andhra Pradesh,1258756
Rāzampeta,India,Andhra Pradesh,1258922
Rājahmundry,India,Andhra Pradesh,1258932
Puttūr,India,Andhra Pradesh,1259123
Punganūru,India,Andhra Pradesh,1259228
Pulivendla,India,Andhra Pradesh,1259264
Proddatūr,India,Andhra Pradesh,1259312
Ponnūru,India,Andhra Pradesh,1259408
Polavaram,India,Andhra Pradesh,1259444
Pithāpuram,India,Andhra Pradesh,1259508
Phirangipuram,India,Andhra Pradesh,1259773
Penukonda,India,Andhra Pradesh,1259905
Penugonda,India,Andhra Pradesh,1259907
Peddāpuram,India,Andhra Pradesh,1259954
Pedana,India,Andhra Pradesh,1259986
Pārvatipuram,India,Andhra Pradesh,1260222
Parlākimidi,India,Andhra Pradesh,1260296
Palmaner,India,Andhra Pradesh,1260674
Pālkonda,India,Andhra Pradesh,1260702
Palāsa,India,Andhra Pradesh,1260771
Pālakollu,India,Andhra Pradesh,1260792
Pākāla,India,Andhra Pradesh,1260830
Ongole,India,Andhra Pradesh,1261045
Nūzvīd,India,Andhra Pradesh,1261110
Nidadavole,India,Andhra Pradesh,1261446
Nellore,India,Andhra Pradesh,1261529
Nāyudupet,India,Andhra Pradesh,1261567
Narsīpatnam,India,Andhra Pradesh,1261748
Narasaraopet,India,Andhra Pradesh,1261848
Narasapur,India,Andhra Pradesh,1261852
Narasannapeta,India,Andhra Pradesh,1261853
Nandyāl,India,Andhra Pradesh,1261927
Nandikotkūr,India,Andhra Pradesh,1261957
Nandigāma,India,Andhra Pradesh,1261960
Nagari,India,Andhra Pradesh,1262240
Mārkāpur,India,Andhra Pradesh,1263504
Mangalagiri,India,Andhra Pradesh,1263797
Mandapeta,India,Andhra Pradesh,1263898
Madanapalle,India,Andhra Pradesh,1264621
Machilīpatnam,India,Andhra Pradesh,1264637
Mācherla,India,Andhra Pradesh,1264647
Kurnool,India,Andhra Pradesh,1265491
Kuppam,India,Andhra Pradesh,1265555
Kovvūr,India,Andhra Pradesh,1265886
Kovūr,India,Andhra Pradesh,1265888
Kosigi,India,Andhra Pradesh,1266070
Kondapalle,India,Andhra Pradesh,1266209
Kāvali,India,Andhra Pradesh,1267394
Kanigiri,India,Andhra Pradesh,1268059
Kandukūr,India,Andhra Pradesh,1268111
Kākināda,India,Andhra Pradesh,1268561
Kaikalūr,India,Andhra Pradesh,1268627
Kadiri,India,Andhra Pradesh,1268673
Jammalamadugu,India,Andhra Pradesh,1269323
Jaggayyapeta,India,Andhra Pradesh,1269570
Ichchāpuram,India,Andhra Pradesh,1269827
Hindupur,India,Andhra Pradesh,1270079
Guntur,India,Andhra Pradesh,1270668
Guntakal Junction,India,Andhra Pradesh,1270670
Gūdūr,India,Andhra Pradesh,1270791
Gudivāda,India,Andhra Pradesh,1270801
Gorantla,India,Andhra Pradesh,1270923
Gokavaram,India,Andhra Pradesh,1271062
Giddalūr,India,Andhra Pradesh,1271213
Gannavaram,India,Andhra Pradesh,1271613
Erraguntla,India,Andhra Pradesh,1272008
Emmiganūr,India,Andhra Pradesh,1272045
Ellore,India,Andhra Pradesh,1272051
Elamanchili,India,Andhra Pradesh,1272084
Dhone,India,Andhra Pradesh,1272722
Dharmavaram,India,Andhra Pradesh,1272842
Darsi,India,Andhra Pradesh,1273448
Cumbum,India,Andhra Pradesh,1273795
Kadapa,India,Andhra Pradesh,1273800
Chodavaram,India,Andhra Pradesh,1274020
Rampachodavaram,India,Andhra Pradesh,1274021
Chīrāla,India,Andhra Pradesh,1274106
Chīpurupalle,India,Andhra Pradesh,1274116
Chilakalūrupet,India,Andhra Pradesh,1274213
Challapalle,India,Andhra Pradesh,1274861
Bobbili,India,Andhra Pradesh,1275406
Bhīmunipatnam,India,Andhra Pradesh,1275930
Bhīmavaram,India,Andhra Pradesh,1275947
Bhattiprolu,India,Andhra Pradesh,1276054
Betamcherla,India,Andhra Pradesh,1276416
Bāpatla,India,Andhra Pradesh,1277183
Banganapalle,India,Andhra Pradesh,1277330
Badvel,India,Andhra Pradesh,1277949
Avanigadda,India,Andhra Pradesh,1278122
Attili,India,Andhra Pradesh,1278178
Atmakūr,India,Andhra Pradesh,1278201
Anantapur,India,Andhra Pradesh,1278672
Anakāpalle,India,Andhra Pradesh,1278688
Amudālavalasa,India,Andhra Pradesh,1278698
Amalāpuram,India,Andhra Pradesh,1278935
Akivīdu,India,Andhra Pradesh,1279123
Ādoni,India,Andhra Pradesh,1279335
Addanki,India,Andhra Pradesh,1279356
Akkarampalle,India,Andhra Pradesh,7302805
Chemmumiahpet,India,Andhra Pradesh,7302808
Kanuru,India,Andhra Pradesh,7302825
Chinnachowk,India,Andhra Pradesh,7302830
Gajuwaka,India,Andhra Pradesh,7302833
Kalyandurg,India,Andhra Pradesh,7302838
Ponnur,India,Andhra Pradesh,7302844
Ramanayyapeta,India,Andhra Pradesh,7302846
Yanamalakuduru,India,Andhra Pradesh,7302853
Amaravati,India,Andhra Pradesh,12261477
Asaka,Uzbekistan,Andijon,1513271
Qo‘rg‘ontepa,Uzbekistan,Andijon,1513364
Xonobod,Uzbekistan,Andijon,1513578
Xo‘jaobod,Uzbekistan,Andijon,1513600
Qorasuv,Uzbekistan,Andijon,1513953
Jalolquduq,Uzbekistan,Andijon,1514109
Dardoq,Uzbekistan,Andijon,1514174
Andijon,Uzbekistan,Andijon,1514588
Oyim,Uzbekistan,Andijon,1514716
Sultonobod,Uzbekistan,Andijon,1538533
Andorra la Vella,Andorra,Andorra la Vella,3041563
Tsiombe,Madagascar,Androy,1054500
Beloha,Madagascar,Androy,1067565
Ambovombe,Madagascar,Androy,1079048
Wiset Chaichan,Thailand,Ang Thong,1605018
Yingshang Chengguanzhen,China,Anhui,1786587
Xuanzhou,China,Anhui,1788081
Wuyang,China,Anhui,1790885
Wuhu,China,Anhui,1791236
Wucheng,China,Anhui,1791347
Huangshan,China,Anhui,1792359
Tongling,China,Anhui,1792621
Tangzhai,China,Anhui,1793286
Suzhou,China,Anhui,1793743
Suixi,China,Anhui,1793889
Qishan,China,Anhui,1797972
Mingguang,China,Anhui,1800519
Mengcheng Chengguanzhen,China,Anhui,1800764
Ma’anshan,China,Anhui,1801620
Lucheng,China,Anhui,1802068
Lu’an,China,Anhui,1802206
Jieshou,China,Anhui,1805844
Huoqiu Chengguanzhen,China,Anhui,1806651
Huicheng,China,Anhui,1806880
Huaiyuan Chengguanzhen,China,Anhui,1807645
Huainan,China,Anhui,1807681
Huaibei,China,Anhui,1807700
Hefei,China,Anhui,1808722
Haiyang,China,Anhui,1809023
Fuyang,China,Anhui,1810845
Datong,China,Anhui,1813451
Gushu,China,Anhui,1813851
Chuzhou,China,Anhui,1814757
Chizhou,China,Anhui,1814934
Chaohu,China,Anhui,1815427
Bozhou,China,Anhui,1816234
Biyang,China,Anhui,1816316
Bengbu,China,Anhui,1816440
Anqing,China,Anhui,1817993
Moutsamoudou,Comoros,Anjouan,921753
Şereflikoçhisar,Turkey,Ankara,301116
Polatlı,Turkey,Ankara,302525
Elmadağ,Turkey,Ankara,315720
Ankara,Turkey,Ankara,323786
Batikent,Turkey,Ankara,442301
Nallıhan,Turkey,Ankara,741347
Kızılcahamam,Turkey,Ankara,743051
Kazan,Turkey,Ankara,743615
Çubuk,Turkey,Ankara,748870
Beypazarı,Turkey,Ankara,750637
Akyurt,Turkey,Ankara,752284
Çankaya,Turkey,Ankara,6955677
El Hadjar,Algeria,Annaba,2498183
Berrahal,Algeria,Annaba,2504136
Annaba,Algeria,Annaba,2506999
Tôlanaro,Madagascar,Anosy,1055433
Amboasary,Madagascar,Anosy,1081790
Keren,Eritrea,Anseba,333287
Tekirova,Turkey,Antalya,299445
Serik,Turkey,Antalya,301101
Manavgat,Turkey,Antalya,304854
Mahmutlar,Turkey,Antalya,304964
Beykonak,Turkey,Antalya,305680
Korkuteli,Turkey,Antalya,306474
Kemer,Turkey,Antalya,308220
Gazipaşa,Turkey,Antalya,314812
Elmalı,Turkey,Antalya,315697
Belek,Turkey,Antalya,321580
Antalya,Turkey,Antalya,323777
Alanya,Turkey,Antalya,324190
Muratpaşa,Turkey,Antalya,8074174
Zaragoza,Colombia,Antioquia,3665566
Yondó,Colombia,Antioquia,3665691
Yarumal,Colombia,Antioquia,3665741
Urrao,Colombia,Antioquia,3666395
Turbo,Colombia,Antioquia,3666570
Sonsón,Colombia,Antioquia,3667820
Segovia,Colombia,Antioquia,3668175
San Vicente,Colombia,Antioquia,3668302
Santuario,Colombia,Antioquia,3668323
Santa Rosa de Osos,Colombia,Antioquia,3668451
San Pedro de Urabá,Colombia,Antioquia,3669087
San Juan de Urabá,Colombia,Antioquia,3669461
Salgar,Colombia,Antioquia,3670350
Sabaneta,Colombia,Antioquia,3670475
Rionegro,Colombia,Antioquia,3670730
Retiro,Colombia,Antioquia,3670849
Puerto Triunfo,Colombia,Antioquia,3671308
Puerto Berrío,Colombia,Antioquia,3671540
Nechí,Colombia,Antioquia,3673976
Medellín,Colombia,Antioquia,3674962
Marinilla,Colombia,Antioquia,3675263
La Unión,Colombia,Antioquia,3676923
La Estrella,Colombia,Antioquia,3679065
La Ceja,Colombia,Antioquia,3679554
Ituango,Colombia,Antioquia,3680434
Itagüí,Colombia,Antioquia,3680450
Frontino,Colombia,Antioquia,3682313
Envigado,Colombia,Antioquia,3682631
El Bagre,Colombia,Antioquia,3684945
Dabeiba,Colombia,Antioquia,3685295
Copacabana,Colombia,Antioquia,3685949
Concordia,Colombia,Antioquia,3686013
Chigorodó,Colombia,Antioquia,3686636
Caucasia,Colombia,Antioquia,3687025
Carmen de Viboral,Colombia,Antioquia,3687318
Caldas,Colombia,Antioquia,3687952
Betulia,Colombia,Antioquia,3688840
Bello,Colombia,Antioquia,3688928
Barbosa,Colombia,Antioquia,3689205
Apartadó,Colombia,Antioquia,3689798
Santa Fe de Antioquia,Colombia,Antioquia,3689816
Andes,Colombia,Antioquia,3689899
Abejorral,Colombia,Antioquia,3690592
Fredonia,Colombia,Antioquia,3780602
Carepa,Colombia,Antioquia,3792375
Ciudad Bolívar,Colombia,Antioquia,3792376
Tocopilla,Chile,Antofagasta,3869716
Calama,Chile,Antofagasta,3897347
Antofagasta,Chile,Antofagasta,3899539
Anaco,Venezuela,Anzoátegui,3486270
Soledad,Venezuela,Anzoátegui,3626741
San José de Guanipa,Venezuela,Anzoátegui,3628142
Puerto Píritu,Venezuela,Anzoátegui,3629653
Puerto La Cruz,Venezuela,Anzoátegui,3629672
Pariaguán,Venezuela,Anzoátegui,3630687
El Tigre,Venezuela,Anzoátegui,3641351
Lecherías,Venezuela,Anzoátegui,3642497
Clarines,Venezuela,Anzoátegui,3645522
Cantaura,Venezuela,Anzoátegui,3646869
Barcelona,Venezuela,Anzoátegui,3648559
Aragua de Barcelona,Venezuela,Anzoátegui,3649100
Mutsu,Japan,Aomori,2127878
Namioka,Japan,Aomori,2129005
Misawa,Japan,Aomori,2129211
Kuroishi,Japan,Aomori,2129395
Shimokizukuri,Japan,Aomori,2129513
Hirosaki,Japan,Aomori,2130057
Hachinohe,Japan,Aomori,2130203
Aomori,Japan,Aomori,2130658
Goshogawara,Japan,Aomori,2131612
Hirakawa,Japan,Aomori,6822206
Towada,Japan,Aomori,6822207
Aosta,Italy,Aosta Valley,3182997
Herisau,Switzerland,Appenzell Ausserrhoden,2660365
Casarano,Italy,Apulia,2525207
Valenzano,Italy,Apulia,3164919
Triggiano,Italy,Apulia,3165178
Trani,Italy,Apulia,3165322
Torremaggiore,Italy,Apulia,3165435
Terlizzi,Italy,Apulia,3165788
Taranto,Italy,Apulia,3165926
Sava,Italy,Apulia,3167044
San Vito dei Normanni,Italy,Apulia,3167184
Santeramo in Colle,Italy,Apulia,3167327
San Severo,Italy,Apulia,3167731
Sannicandro Garganico,Italy,Apulia,3167940
San Giovanni Rotondo,Italy,Apulia,3168234
Ruvo di Puglia,Italy,Apulia,3168770
Rutigliano,Italy,Apulia,3168775
Putignano,Italy,Apulia,3169742
Palo del Colle,Italy,Apulia,3171562
Palagiano,Italy,Apulia,3171664
Ostuni,Italy,Apulia,3171786
Orta Nova,Italy,Apulia,3171900
Noicattaro,Italy,Apulia,3172228
Noci,Italy,Apulia,3172240
Nardò,Italy,Apulia,3172379
Monopoli,Italy,Apulia,3173131
Molfetta,Italy,Apulia,3173287
Mola di Bari,Italy,Apulia,3173302
Modugno,Italy,Apulia,3173326
Mesagne,Italy,Apulia,3173537
Massafra,Italy,Apulia,3173762
Martina Franca,Italy,Apulia,3173841
Manfredonia,Italy,Apulia,3174092
Manduria,Italy,Apulia,3174096
Lucera,Italy,Apulia,3174526
Lecce,Italy,Apulia,3174953
Grottaglie,Italy,Apulia,3175773
Gravina in Puglia,Italy,Apulia,3175860
Giovinazzo,Italy,Apulia,3176072
Gioia del Colle,Italy,Apulia,3176090
Ginosa,Italy,Apulia,3176097
Gallipoli,Italy,Apulia,3176366
Galatina,Italy,Apulia,3176407
Francavilla Fontana,Italy,Apulia,3176603
Foggia,Italy,Apulia,3176885
Fasano,Italy,Apulia,3177171
Corato,Italy,Apulia,3178131
Copertino,Italy,Apulia,3178141
Conversano,Italy,Apulia,3178147
Cerignola,Italy,Apulia,3179075
Ceglie Messapica,Italy,Apulia,3179218
Casamassima,Italy,Apulia,3180133
Canosa di Puglia,Italy,Apulia,3180792
Brindisi,Italy,Apulia,3181528
Bitonto,Italy,Apulia,3181995
Bisceglie,Italy,Apulia,3182007
Barletta,Italy,Apulia,3182340
Bari,Italy,Apulia,3182351
Andria,Italy,Apulia,3183072
Altamura,Italy,Apulia,3183178
Adelfia,Italy,Apulia,3183472
Acquaviva delle Fonti,Italy,Apulia,3183494
San Paolo,Italy,Apulia,8948703
Paolo VI,Italy,Apulia,8948709
Elorza,Venezuela,Apure,3642390
Biruaca,Venezuela,Apure,3648279
Achaguas,Venezuela,Apure,3649810
Guasdualito,Venezuela,Apure,3804949
San Fernando de Apure,Venezuela,Apure,3805673
Andahuaylas,Peru,Apurímac,3947740
Abancay,Peru,Apurímac,3948642
Aqaba,Jordan,Aqaba,250774
Shchuchinsk,Kazakhstan,Aqmola,1519244
Makinsk,Kazakhstan,Aqmola,1521230
Kokshetau,Kazakhstan,Aqmola,1522203
Atbasar,Kazakhstan,Aqmola,1526038
Akkol’,Kazakhstan,Aqmola,1526797
Stepnogorsk,Kazakhstan,Aqmola,1537939
Shalqar,Kazakhstan,Aqtöbe,608359
Kandyagash,Kazakhstan,Aqtöbe,608679
Khromtau,Kazakhstan,Aqtöbe,609404
Embi,Kazakhstan,Aqtöbe,609924
Aktobe,Kazakhstan,Aqtöbe,610611
Ath Thawrah,Syria,Ar-Raqqah,172374
Ar Raqqah,Syria,Ar-Raqqah,172955
Arad,Romania,Arad,686254
Ashtarak,Armenia,Aragatsotn,616877
Zaragoza,Spain,Aragon,3104324
Utebo,Spain,Aragon,3107139
Teruel,Spain,Aragon,3108126
Monzón,Spain,Aragon,3116224
Huesca,Spain,Aragon,3120514
Ejea de los Caballeros,Spain,Aragon,3123688
Calatayud,Spain,Aragon,3127047
Barbastro,Spain,Aragon,3128795
Alcañiz,Spain,Aragon,3130606
Delicias,Spain,Aragon,6615440
Almozara,Spain,Aragon,6615442
Montecanal,Spain,Aragon,6615443
Oliver-Valdefierro,Spain,Aragon,6615444
Villa de Cura,Venezuela,Aragua,3625341
Turmero,Venezuela,Aragua,3625829
San Mateo,Venezuela,Aragua,3627968
Palo Negro,Venezuela,Aragua,3630932
Maracay,Venezuela,Aragua,3632998
La Victoria,Venezuela,Aragua,3634922
Las Tejerías,Venezuela,Aragua,3635325
El Limón,Venezuela,Aragua,3642833
Cagua,Venezuela,Aragua,3647549
Artashat,Armenia,Ararat,174979
Ararat,Armenia,Ararat,174991
Masis,Armenia,Ararat,616435
Villarrica,Chile,Araucanía,3868158
Victoria,Chile,Araucanía,3868326
Temuco,Chile,Araucanía,3870011
Pucón,Chile,Araucanía,3875070
Nueva Imperial,Chile,Araucanía,3878456
Loncoche,Chile,Araucanía,3882582
Lautaro,Chile,Araucanía,3883615
Collipulli,Chile,Araucanía,3894177
Angol,Chile,Araucanía,3899629
Ṟuwandiz,Iraq,Arbīl,92002
Koysinceq,Iraq,Arbīl,94220
Erbil,Iraq,Arbīl,95446
Soran,Iraq,Arbīl,96961
Pārsābād,Iran,Ardabīl,121380
Khalkhāl,Iran,Ardabīl,128008
Ardabīl,Iran,Ardabīl,143083
Ardahan,Turkey,Ardahan,751952
Arecibo,Puerto Rico,Arecibo,4562635
Mollendo,Peru,Arequipa,3934707
Camaná,Peru,Arequipa,3945985
Arequipa,Peru,Arequipa,3947322
Jacobo Hunter,Peru,Arequipa,3949231
Ciudad Satelite,Peru,Arequipa,12157025
Cono Norte,Peru,Arequipa,12157065
El Pedregal,Peru,Arequipa,12157092
Selva Alegre,Peru,Arequipa,12157128
Piteşti,Romania,Arges,670609
Curtea de Argeş,Romania,Arges,679907
Mioveni,Romania,Arges,7733099
Galaat el Andeless,Tunisia,Ariana Governorate,2468329
Ariana,Tunisia,Ariana Governorate,2473247
Arica,Chile,Arica y Parinacota,3899361
Buckeye,United States,Arizona,5287262
Bullhead City,United States,Arizona,5287565
Casa Grande,United States,Arizona,5288636
Casas Adobes,United States,Arizona,5288661
Catalina Foothills,United States,Arizona,5288786
Chandler,United States,Arizona,5289282
Deer Valley,United States,Arizona,5292387
Douglas,United States,Arizona,5293083
Drexel Heights,United States,Arizona,5293183
El Mirage,United States,Arizona,5293996
Eloy,United States,Arizona,5294167
Flagstaff,United States,Arizona,5294810
Florence,United States,Arizona,5294902
Flowing Wells,United States,Arizona,5294937
Fortuna Foothills,United States,Arizona,5295143
Fountain Hills,United States,Arizona,5295177
Gilbert,United States,Arizona,5295903
Glendale,United States,Arizona,5295985
Goodyear,United States,Arizona,5296266
Green Valley,United States,Arizona,5296802
Kingman,United States,Arizona,5301067
Lake Havasu City,United States,Arizona,5301388
Marana,United States,Arizona,5303705
Maricopa,United States,Arizona,5303752
Maryvale,United States,Arizona,5303929
Mesa,United States,Arizona,5304391
Nogales,United States,Arizona,5306611
Oro Valley,United States,Arizona,5307540
Payson,United States,Arizona,5308305
Peoria,United States,Arizona,5308480
Phoenix,United States,Arizona,5308655
Prescott,United States,Arizona,5309842
Prescott Valley,United States,Arizona,5309858
Queen Creek,United States,Arizona,5310193
Rio Rico,United States,Arizona,5311433
Sahuarita,United States,Arizona,5312544
San Luis,United States,Arizona,5312913
Scottsdale,United States,Arizona,5313457
Sierra Vista,United States,Arizona,5314328
Somerton,United States,Arizona,5315062
Sun City,United States,Arizona,5316201
Sun City West,United States,Arizona,5316205
Surprise,United States,Arizona,5316428
Tanque Verde,United States,Arizona,5316890
Tempe,United States,Arizona,5317058
Tempe Junction,United States,Arizona,5317071
Tucson,United States,Arizona,5318313
Yuma,United States,Arizona,5322053
Alhambra,United States,Arizona,5551123
Anthem,United States,Arizona,5551498
Apache Junction,United States,Arizona,5551535
Avondale,United States,Arizona,5552301
Ahwatukee Foothills,United States,Arizona,5552450
San Tan Valley,United States,Arizona,7310164
Encanto,United States,Arizona,11979227
Central City,United States,Arizona,11979238
Bella Vista,United States,Arkansas,4101114
Benton,United States,Arkansas,4101241
Bentonville,United States,Arkansas,4101260
Bryant,United States,Arkansas,4103448
Cabot,United States,Arkansas,4103957
Conway,United States,Arkansas,4106458
El Dorado,United States,Arkansas,4109785
Fayetteville,United States,Arkansas,4110486
Fort Smith,United States,Arkansas,4111410
Hot Springs,United States,Arkansas,4115412
Jacksonville,United States,Arkansas,4116315
Jonesboro,United States,Arkansas,4116834
Little Rock,United States,Arkansas,4119403
Maumelle,United States,Arkansas,4120792
North Little Rock,United States,Arkansas,4124112
Paragould,United States,Arkansas,4125388
Pine Bluff,United States,Arkansas,4126226
Rogers,United States,Arkansas,4128894
Russellville,United States,Arkansas,4129397
Searcy,United States,Arkansas,4130430
Siloam Springs,United States,Arkansas,4131116
Springdale,United States,Arkansas,4132093
Texarkana,United States,Arkansas,4133367
Van Buren,United States,Arkansas,4134716
West Memphis,United States,Arkansas,4135865
Sherwood,United States,Arkansas,4828193
Hot Springs National Park,United States,Arkansas,8605040
Tsetserleg,Mongolia,Arkhangai Province,2028606
Yagry,Russia,Arkhangelskaya,469707
Vel’sk,Russia,Arkhangelskaya,475938
Severodvinsk,Russia,Arkhangelskaya,496285
Onega,Russia,Arkhangelskaya,515246
Nyandoma,Russia,Arkhangelskaya,516647
Novodvinsk,Russia,Arkhangelskaya,518909
Kotlas,Russia,Arkhangelskaya,543704
Koryazhma,Russia,Arkhangelskaya,544370
Arkhangel’sk,Russia,Arkhangelskaya,581049
Mirnyy,Russia,Arkhangelskaya,831129
Isakogorka,Russia,Arkhangelskaya,6315399
Vagharshapat,Armenia,Armavir,616062
Armavir,Armenia,Armavir,616631
San Cristobal,Cuba,Artemisa,3540680
San Antonio de los Baños,Cuba,Artemisa,3540885
Mariel,Cuba,Artemisa,3547600
Güira de Melena,Cuba,Artemisa,3557347
Guanajay,Cuba,Artemisa,3557801
Bauta,Cuba,Artemisa,3567612
Bahía Honda,Cuba,Artemisa,3567995
Artemisa,Cuba,Artemisa,3568312
Alquízar,Cuba,Artemisa,3569136
Verrettes,Haiti,Artibonite,3716044
Saint-Marc,Haiti,Artibonite,3717588
Gonaïves,Haiti,Artibonite,3724696
Désarmes,Haiti,Artibonite,3726674
Artigas,Uruguay,Artigas,3443758
Hopa,Turkey,Artvin,745530
Artvin,Turkey,Artvin,751817
Arhavi,Turkey,Artvin,751931
Pāsighāt,India,Arunachal Pradesh,1260206
Itānagar,India,Arunachal Pradesh,1269655
Along,India,Arunachal Pradesh,1278969
Naharlagun,India,Arunachal Pradesh,7302855
Usa River,Tanzania,Arusha,149155
Mto wa Mbu,Tanzania,Arusha,152743
Mbuguni,Tanzania,Arusha,154321
Kingori,Tanzania,Arusha,157268
Kiratu,Tanzania,Arusha,158324
Arusha,Tanzania,Arusha,161325
Merelani,Tanzania,Arusha,6640202
As-Suwayda,Syria,As-Suwayda,172408
Brak,Libya,Ash Shāţiʼ,2218478
Tafo,Ghana,Ashanti,2294938
Obuase,Ghana,Ashanti,2296606
Mampong,Ghana,Ashanti,2298264
Kumasi,Ghana,Ashanti,2298890
Konongo,Ghana,Ashanti,2299349
Ejura,Ghana,Ashanti,2301217
Agogo,Ghana,Ashanti,2305537
Ashgabat,Turkmenistan,Ashgabat,162183
Qal‘at Bīshah,Saudi Arabia,Asir Region,103369
Khamis Mushait,Saudi Arabia,Asir Region,105072
An Nimas,Saudi Arabia,Asir Region,108617
Abha,Saudi Arabia,Asir Region,110690
Sabt Alalayah,Saudi Arabia,Asir Region,11670045
Bariq,Saudi Arabia,Asir Region,12495725
Kiffa,Mauritania,Assaba,2378538
Udalguri,India,Assam,1253977
Tinsukia,India,Assam,1254432
Tezpur,India,Assam,1254710
Sonāri,India,Assam,1255788
Silchar,India,Assam,1256287
Sibsāgar,India,Assam,1256388
Rangia,India,Assam,1258492
Rangāpāra,India,Assam,1258501
North Lakhimpur,India,Assam,1261181
North Guwāhāti,India,Assam,1261186
Nāmrup,India,Assam,1262013
Nahorkatiya,India,Assam,1262140
Mariāni,India,Assam,1263522
Margherita,India,Assam,1263532
Mangaldai,India,Assam,1263787
Mākum,India,Assam,1264196
Kokrajhar,India,Assam,1266330
Khārupatia,India,Assam,1266862
Karīmganj,India,Assam,1267758
Jorhāt,India,Assam,1268820
Howli,India,Assam,1269927
Hojāi,India,Assam,1269993
Hājo,India,Assam,1270522
Hailākāndi,India,Assam,1270530
Hāflong,India,Assam,1270543
Golāghāt,India,Assam,1271050
Goālpāra,India,Assam,1271151
Gauripur,India,Assam,1271453
Guwahati,India,Assam,1271476
Dum Duma,India,Assam,1272242
Duliajan,India,Assam,1272259
Diphu,India,Assam,1272525
Digboi,India,Assam,1272629
Dibrugarh,India,Assam,1272648
Dhuburi,India,Assam,1272694
Dhing,India,Assam,1272768
Dhekiajuli,India,Assam,1272790
Chāpar,India,Assam,1274618
Bongaigaon,India,Assam,1275321
Bokajān,India,Assam,1275364
Bilāsipāra,India,Assam,1275641
Barpeta,India,Assam,1276867
Abhayāpuri,India,Assam,1279407
Barpeta Road,India,Assam,7302849
Morigaon,India,Assam,7302854
Silapathar,India,Assam,7302857
Lumding Railway Colony,India,Assam,7302859
Astana,Kazakhstan,Astana,1526273
Astara,Azerbaijan,Astara,148445
Kharabali,Russia,Astrakhan Oblast,550671
